Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement
No,Travel_Frequently,Research & Development,9,2,Medical,2,Sales Representative,29830,7.0,1,33.0,2,1,4.0,3.0,1.0,2
No,Travel_Rarely,Human Resources,4,4,Life Sciences,5,Laboratory Technician,76320,1.0,0,10.0,3,7,1.0,4.0,3.0,3
Yes,Non-Travel,Sales,2,2,Other,3,Healthcare Representative,98240,1.0,0,1.0,2,0,1.0,2.0,4.0,3
No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Manufacturing Director,99500,1.0,0,3.0,3,1,1.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,9,4,Life Sciences,2,Sales Executive,20930,3.0,0,36.0,2,0,4.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Laboratory Technician,99800,1.0,0,6.0,1,0,3.0,1.0,2.0,3
No,Travel_Rarely,Sales,24,1,Marketing,1,Sales Executive,38940,1.0,0,10.0,3,1,3.0,1.0,3.0,4
No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,Research Scientist,40510,5.0,3,13.0,3,0,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,11,2,Life Sciences,3,Laboratory Technician,168350,3.0,1,25.0,3,0,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,14,4,Life Sciences,2,Research Scientist,62300,2.0,0,23.0,2,0,1.0,3.0,4.0,2
No,Travel_Frequently,Sales,5,2,Marketing,1,Laboratory Technician,47170,1.0,1,12.0,3,0,3.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Laboratory Technician,132370,5.0,1,7.0,2,0,4.0,2.0,2.0,4
No,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Laboratory Technician,37550,1.0,0,5.0,2,0,1.0,3.0,3.0,3
No,Travel_Rarely,Sales,17,4,Medical,1,Laboratory Technician,65820,1.0,1,6.0,3,1,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,1,1,Marketing,2,Manufacturing Director,74060,6.0,2,25.0,2,0,4.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,3,3,Technical Degree,2,Healthcare Representative,48050,,1,9.0,2,1,4.0,4.0,2.0,3
No,Travel_Rarely,Sales,9,4,Medical,2,Laboratory Technician,27410,0.0,1,2.0,3,0,3.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Laboratory Technician,42620,7.0,0,26.0,2,3,2.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Research Scientist,161840,0.0,1,10.0,2,0,4.0,3.0,3.0,4
No,Travel_Rarely,Sales,2,4,Marketing,3,Laboratory Technician,115570,1.0,0,1.0,0,0,2.0,4.0,3.0,3
No,Travel_Rarely,Sales,2,3,Medical,3,Laboratory Technician,18780,1.0,1,1.0,2,0,4.0,3.0,3.0,3
Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Manufacturing Director,109320,1.0,1,1.0,3,1,3.0,4.0,3.0,3
No,Travel_Rarely,Human Resources,9,3,Life Sciences,2,Research Scientist,68110,1.0,1,8.0,4,2,3.0,4.0,2.0,3
Yes,Travel_Rarely,Human Resources,12,3,Human Resources,2,Laboratory Technician,43060,2.0,2,26.0,3,1,1.0,2.0,3.0,3
No,Non-Travel,Research & Development,27,3,Life Sciences,2,Manager,48590,1.0,1,34.0,3,15,4.0,2.0,3.0,4
Yes,Travel_Frequently,Research & Development,20,2,Medical,4,Research Scientist,53370,1.0,1,2.0,2,2,1.0,3.0,1.0,3
No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Manufacturing Director,23400,2.0,1,26.0,2,0,4.0,2.0,3.0,1
No,Travel_Rarely,Sales,13,4,Medical,3,Sales Representative,74910,0.0,1,4.0,3,0,3.0,1.0,3.0,2
No,Travel_Frequently,Research & Development,14,3,Life Sciences,2,Research Director,105270,4.0,0,31.0,3,11,4.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,4,2,Life Sciences,2,Research Scientist,165950,6.0,1,25.0,2,5,4.0,4.0,2.0,3
No,Travel_Frequently,Sales,14,4,Medical,3,Research Scientist,88340,4.0,1,15.0,1,5,3.0,2.0,4.0,3
No,Travel_Frequently,Research & Development,2,3,Other,1,Manager,55770,0.0,0,5.0,3,0,4.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,3,4,Life Sciences,2,Research Scientist,47070,1.0,0,26.0,4,14,3.0,1.0,2.0,1
No,Travel_Frequently,Sales,1,3,Life Sciences,2,Sales Executive,24000,4.0,1,14.0,3,1,3.0,2.0,4.0,3
No,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Healthcare Representative,98240,0.0,0,4.0,2,2,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Manager,64470,6.0,0,18.0,3,0,2.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,7,2,Medical,1,Laboratory Technician,195020,3.0,2,23.0,3,15,4.0,4.0,4.0,4
No,Travel_Rarely,Research & Development,2,4,Medical,1,Healthcare Representative,27250,9.0,1,18.0,4,5,3.0,2.0,3.0,2
Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,2,Laboratory Technician,62720,1.0,1,10.0,3,0,1.0,4.0,3.0,3
No,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Sales Representative,21270,1.0,0,2.0,3,2,4.0,4.0,3.0,3
No,Travel_Frequently,Sales,21,4,Medical,2,Research Scientist,182000,0.0,0,8.0,3,7,2.0,3.0,2.0,3
No,Non-Travel,Research & Development,2,4,Other,1,Research Scientist,20960,7.0,3,10.0,2,1,3.0,3.0,3.0,3
Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Sales Representative,28860,3.0,0,10.0,4,7,2.0,3.0,3.0,3
No,Travel_Rarely,Sales,1,4,Life Sciences,2,Sales Representative,20330,2.0,1,5.0,5,1,4.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Research Scientist,36220,1.0,0,2.0,0,2,4.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,10,4,Other,1,Sales Executive,42330,1.0,0,10.0,5,0,3.0,4.0,4.0,3
No,Travel_Frequently,Research & Development,19,3,Medical,3,Laboratory Technician,36810,3.0,1,22.0,2,0,,2.0,3.0,3
No,Travel_Rarely,Sales,29,1,Marketing,1,Laboratory Technician,54600,6.0,2,21.0,3,15,3.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,27,3,Other,2,Laboratory Technician,21870,1.0,1,2.0,1,2,1.0,3.0,3.0,1
Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Sales Executive,96020,1.0,1,10.0,3,1,4.0,3.0,3.0,3
Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,2,Laboratory Technician,28360,0.0,0,6.0,3,0,3.0,1.0,3.0,2
No,Travel_Rarely,Sales,9,1,Marketing,4,Research Director,40890,0.0,0,10.0,2,6,1.0,4.0,3.0,4
No,Travel_Rarely,Sales,1,3,Marketing,2,Sales Executive,166270,3.0,0,10.0,5,1,4.0,3.0,3.0,2
No,Travel_Rarely,Sales,4,3,Medical,1,Research Scientist,26190,6.0,1,10.0,3,5,4.0,1.0,4.0,2
No,Non-Travel,Research & Development,1,3,Medical,5,Sales Executive,56790,0.0,0,10.0,2,7,3.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,20,2,Medical,5,Laboratory Technician,154020,4.0,0,25.0,3,1,4.0,1.0,3.0,2
Yes,Travel_Rarely,Sales,8,1,Other,1,Laboratory Technician,59850,2.0,3,9.0,1,1,4.0,2.0,3.0,2
Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,3,Laboratory Technician,25790,9.0,1,10.0,1,7,2.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,6,4,Medical,1,Sales Executive,30410,1.0,1,9.0,2,0,2.0,1.0,3.0,2
No,Travel_Rarely,Research & Development,26,1,Medical,2,Healthcare Representative,34470,0.0,0,9.0,5,1,1.0,3.0,3.0,3
No,Non-Travel,Research & Development,1,2,Medical,1,Sales Executive,195130,1.0,1,10.0,1,9,4.0,3.0,2.0,2
No,Non-Travel,Sales,6,3,Life Sciences,1,Research Director,27730,1.0,0,19.0,3,11,3.0,2.0,3.0,3
Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Sales Executive,71040,1.0,1,3.0,3,2,4.0,2.0,4.0,3
Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,Laboratory Technician,63220,4.0,1,10.0,2,1,1.0,1.0,4.0,3
No,Non-Travel,Research & Development,4,3,Life Sciences,2,Laboratory Technician,20830,0.0,2,21.0,3,2,3.0,3.0,2.0,2
No,Travel_Rarely,Sales,11,3,Technical Degree,2,Manufacturing Director,83810,4.0,1,23.0,3,9,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,3,2,Medical,3,Manufacturing Director,26910,6.0,1,36.0,6,7,4.0,2.0,3.0,3
No,Non-Travel,Research & Development,1,1,Life Sciences,1,Laboratory Technician,42860,9.0,0,6.0,6,0,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,3,2,Technical Degree,2,Research Director,26590,0.0,3,10.0,2,1,4.0,4.0,2.0,3
No,Travel_Rarely,Sales,4,3,Medical,2,Sales Executive,94340,1.0,1,9.0,3,8,3.0,4.0,3.0,2
No,Travel_Frequently,Sales,1,4,Other,2,Healthcare Representative,55610,0.0,0,10.0,2,1,3.0,1.0,3.0,2
No,Travel_Frequently,Sales,1,2,Technical Degree,2,Manager,66460,1.0,1,9.0,2,1,3.0,3.0,3.0,2
No,Travel_Rarely,Sales,18,2,Life Sciences,4,Manufacturing Director,77250,1.0,1,33.0,2,0,3.0,2.0,3.0,3
No,Travel_Rarely,Sales,2,4,Life Sciences,1,Research Scientist,107250,3.0,0,11.0,5,1,2.0,1.0,3.0,2
No,Travel_Rarely,Sales,4,3,Life Sciences,2,Research Scientist,88470,1.0,0,10.0,3,9,3.0,1.0,4.0,4
No,Travel_Rarely,Research & Development,6,2,Medical,4,Research Scientist,20450,3.0,0,7.0,3,1,4.0,4.0,2.0,3
Yes,Travel_Rarely,Sales,1,4,Technical Degree,2,Sales Executive,10090,7.0,2,31.0,3,5,3.0,1.0,2.0,4
No,Travel_Rarely,Research & Development,14,4,Medical,1,Research Scientist,33480,3.0,0,7.0,2,0,2.0,2.0,3.0,1
No,Travel_Frequently,Sales,16,2,Life Sciences,1,Research Scientist,12810,2.0,0,17.0,2,6,1.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,2,1,Life Sciences,2,Research Scientist,28190,1.0,0,11.0,2,0,4.0,4.0,3.0,2
No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Laboratory Technician,48510,8.0,0,5.0,2,0,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,4,1,Medical,3,Manufacturing Director,40280,3.0,0,29.0,3,0,4.0,2.0,2.0,3
No,Non-Travel,Research & Development,1,4,Medical,2,Sales Executive,27200,1.0,1,0.0,2,0,4.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,1,4,Other,2,Research Director,81200,0.0,0,10.0,2,0,4.0,4.0,3.0,2
No,Travel_Frequently,Research & Development,26,4,Medical,1,Research Director,46470,3.0,0,8.0,3,0,4.0,4.0,3.0,4
Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Human Resources,46800,6.0,3,24.0,0,3,1.0,3.0,2.0,4
No,Travel_Rarely,Research & Development,24,4,Life Sciences,2,Laboratory Technician,32210,4.0,2,33.0,2,15,4.0,2.0,3.0,3
No,Non-Travel,Sales,1,2,Life Sciences,2,Research Scientist,86210,1.0,1,5.0,1,0,1.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,3,3,Life Sciences,2,Sales Executive,45770,5.0,1,15.0,3,11,2.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Research Scientist,45530,4.0,1,10.0,2,7,2.0,3.0,3.0,4
Yes,Travel_Frequently,Research & Development,2,2,Medical,2,Manufacturing Director,53960,7.0,1,3.0,2,0,3.0,4.0,4.0,1
Yes,Travel_Frequently,Research & Development,1,2,Medical,1,Manufacturing Director,67960,0.0,0,5.0,2,3,4.0,3.0,2.0,3
No,Travel_Frequently,Research & Development,7,3,Medical,2,Sales Representative,76250,1.0,0,4.0,2,0,4.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,10,4,Other,2,Laboratory Technician,74120,1.0,0,14.0,4,4,3.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Healthcare Representative,111590,1.0,0,5.0,2,0,3.0,1.0,3.0,3
Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,2,Sales Executive,49600,1.0,0,10.0,3,6,4.0,3.0,2.0,2
No,Travel_Rarely,Research & Development,17,4,Technical Degree,2,Healthcare Representative,104750,3.0,1,8.0,3,1,1.0,4.0,4.0,3
No,Travel_Frequently,Research & Development,20,3,Medical,2,Sales Executive,148140,2.0,1,14.0,2,3,2.0,2.0,3.0,2
No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Sales Executive,191410,3.0,1,12.0,2,3,4.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,2,2,Medical,1,Healthcare Representative,54050,7.0,0,8.0,3,1,3.0,3.0,3.0,4
No,Travel_Frequently,Research & Development,2,3,Medical,1,Sales Executive,87930,6.0,0,8.0,2,1,2.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,1,4,Medical,5,Research Director,191890,0.0,1,4.0,3,1,3.0,2.0,2.0,3
No,Non-Travel,Research & Development,29,2,Life Sciences,2,Sales Executive,38750,3.0,0,13.0,3,0,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Sales Executive,22160,2.0,3,6.0,2,1,1.0,3.0,,2
No,Travel_Frequently,Research & Development,2,1,Life Sciences,2,Sales Executive,117130,2.0,0,24.0,2,0,4.0,3.0,2.0,3
No,Travel_Rarely,Research & Development,2,2,Medical,1,Laboratory Technician,78610,1.0,2,20.0,1,1,1.0,3.0,1.0,3
No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Human Resources,37080,1.0,2,6.0,2,4,4.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Research Scientist,137700,1.0,1,8.0,3,7,4.0,3.0,3.0,4
No,Travel_Rarely,Research & Development,2,2,Other,3,Laboratory Technician,53040,0.0,1,5.0,2,1,1.0,4.0,3.0,3
No,Travel_Rarely,Sales,23,3,Marketing,3,Research Scientist,26420,0.0,1,21.0,3,0,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Healthcare Representative,27590,9.0,1,12.0,6,0,3.0,1.0,1.0,3
No,Travel_Rarely,Research & Development,20,5,Life Sciences,2,Manager,68040,4.0,1,8.0,1,0,1.0,3.0,3.0,3
No,Travel_Frequently,Research & Development,6,4,Medical,2,Research Director,61420,2.0,1,10.0,2,2,3.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,1,4,Medical,2,Sales Executive,25000,4.0,2,7.0,2,0,1.0,4.0,2.0,1
No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Research Scientist,63890,0.0,0,8.0,2,0,3.0,1.0,3.0,2
No,Travel_Rarely,Sales,9,3,Life Sciences,1,Laboratory Technician,111030,1.0,0,10.0,5,0,2.0,1.0,2.0,2
Yes,Travel_Frequently,Sales,6,5,Medical,2,Healthcare Representative,23420,3.0,0,20.0,2,1,1.0,1.0,3.0,3
Yes,Travel_Frequently,Sales,3,2,Marketing,2,Laboratory Technician,68110,0.0,1,9.0,2,7,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,1,3,Medical,2,Manager,22970,6.0,2,29.0,2,12,4.0,4.0,2.0,2
No,Travel_Rarely,Sales,22,3,Life Sciences,2,Laboratory Technician,24500,3.0,1,32.0,2,1,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Research Scientist,50930,2.0,1,31.0,3,0,2.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,1,3,Medical,2,Sales Executive,53090,3.0,0,15.0,5,0,1.0,2.0,3.0,3
Yes,Travel_Frequently,Sales,4,3,Life Sciences,2,Manager,30570,1.0,0,1.0,3,0,2.0,3.0,3.0,3
No,Travel_Rarely,Sales,3,3,Life Sciences,3,Sales Executive,51210,7.0,0,8.0,4,0,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Medical,1,Laboratory Technician,168560,3.0,1,9.0,3,1,1.0,2.0,4.0,3
No,Travel_Frequently,Sales,2,1,Marketing,5,Manager,26860,5.0,0,10.0,3,1,4.0,1.0,3.0,4
Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,Research Scientist,61800,1.0,1,1.0,2,0,1.0,2.0,4.0,1
No,Travel_Rarely,Human Resources,11,4,Medical,4,Sales Executive,66320,0.0,0,6.0,3,1,2.0,1.0,4.0,3
No,Travel_Rarely,Sales,1,3,Marketing,2,Research Scientist,35050,1.0,2,10.0,2,1,1.0,4.0,2.0,2
No,Travel_Rarely,Research & Development,24,3,Other,3,Research Director,63970,4.0,1,11.0,3,0,3.0,1.0,2.0,3
No,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Sales Executive,62740,7.0,2,17.0,0,1,1.0,4.0,2.0,3
Yes,Travel_Rarely,Sales,16,4,Life Sciences,2,Research Scientist,198590,3.0,0,6.0,3,2,1.0,1.0,3.0,2
No,Non-Travel,Sales,8,4,Medical,1,Healthcare Representative,75870,0.0,1,7.0,5,1,3.0,3.0,1.0,3
No,Travel_Rarely,Research & Development,10,4,Other,2,Sales Representative,42580,2.0,0,5.0,2,1,1.0,1.0,4.0,3
No,Travel_Rarely,Research & Development,3,2,Medical,2,Laboratory Technician,43640,3.0,1,26.0,3,5,1.0,3.0,4.0,3
No,Travel_Rarely,Research & Development,5,1,Other,1,Manufacturing Director,43350,1.0,1,5.0,5,0,4.0,3.0,3.0,3
No,Travel_Rarely,Sales,4,3,Marketing,1,Research Scientist,53260,4.0,1,7.0,2,0,4.0,4.0,2.0,3
No,Travel_Rarely,Research & Development,9,2,Medical,1,Sales Executive,32800,5.0,0,7.0,3,0,4.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,26,3,Medical,3,Sales Executive,54850,2.0,2,7.0,2,0,2.0,3.0,2.0,3
No,Non-Travel,Sales,3,2,Life Sciences,1,Sales Executive,43420,3.0,1,11.0,6,0,3.0,3.0,4.0,2
No,Travel_Rarely,Research & Development,16,3,Medical,2,Human Resources,27820,1.0,1,13.0,5,9,1.0,4.0,3.0,3
Yes,Travel_Rarely,Research & Development,18,1,Medical,1,Manufacturing Director,59800,4.0,1,28.0,2,4,1.0,4.0,4.0,3
Yes,Non-Travel,Research & Development,2,4,Medical,2,Manufacturing Director,43810,2.0,2,11.0,1,0,1.0,1.0,4.0,2
Yes,Travel_Frequently,Sales,2,3,Medical,2,Sales Executive,25720,1.0,3,10.0,3,4,3.0,2.0,3.0,3
No,Travel_Rarely,Sales,10,2,Marketing,1,Sales Executive,38330,2.0,0,24.0,1,0,2.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,16,4,Life Sciences,3,Human Resources,42440,9.0,0,8.0,3,0,4.0,2.0,3.0,3
Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Laboratory Technician,65000,6.0,1,7.0,5,2,2.0,4.0,1.0,3
No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Research Scientist,184300,4.0,1,10.0,5,1,2.0,4.0,4.0,3
No,Travel_Rarely,Research & Development,24,3,Technical Degree,2,Research Scientist,16010,4.0,0,15.0,3,2,3.0,1.0,3.0,3
Yes,Travel_Rarely,Research & Development,7,4,Medical,2,Research Scientist,26940,1.0,1,2.0,3,2,1.0,3.0,3.0,3
No,Non-Travel,Research & Development,25,4,Other,1,Sales Executive,31490,2.0,1,16.0,1,4,4.0,2.0,3.0,2
No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,Research Scientist,176390,0.0,1,6.0,0,1,4.0,1.0,3.0,3
No,Non-Travel,Research & Development,5,3,Life Sciences,1,Laboratory Technician,23190,3.0,0,7.0,4,0,3.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,2,4,Technical Degree,2,Manager,116910,4.0,0,35.0,2,8,4.0,2.0,2.0,3
No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Laboratory Technician,53240,2.0,0,20.0,2,1,1.0,3.0,2.0,1
No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Laboratory Technician,167520,2.0,1,8.0,3,1,3.0,3.0,4.0,3
No,Travel_Rarely,Research & Development,5,1,Other,3,Research Scientist,52280,1.0,0,6.0,2,1,4.0,2.0,2.0,4
No,Travel_Frequently,Human Resources,10,3,Medical,2,Sales Executive,27000,0.0,3,5.0,2,0,4.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Sales Representative,192460,3.0,1,15.0,5,3,4.0,1.0,3.0,3
No,Travel_Rarely,Sales,1,2,Technical Degree,1,Laboratory Technician,25060,8.0,0,4.0,3,2,4.0,3.0,2.0,3
No,Travel_Frequently,Research & Development,8,4,Medical,1,Sales Executive,60620,1.0,2,12.0,2,5,1.0,4.0,3.0,3
No,Travel_Frequently,Research & Development,5,3,Life Sciences,5,Manufacturing Director,43820,7.0,2,11.0,2,0,1.0,3.0,2.0,3
No,Non-Travel,Research & Development,8,3,Life Sciences,1,Manufacturing Director,21430,1.0,1,1.0,2,0,3.0,3.0,2.0,3
No,Travel_Rarely,Sales,2,1,Life Sciences,3,Research Scientist,61620,0.0,0,13.0,5,2,2.0,3.0,2.0,2
No,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Sales Executive,50940,3.0,0,29.0,5,0,3.0,2.0,3.0,3
No,Travel_Frequently,Research & Development,2,4,Medical,2,Sales Representative,68770,7.0,0,16.0,3,6,2.0,1.0,2.0,3
Yes,Travel_Frequently,Research & Development,2,3,Medical,1,Research Scientist,22740,3.0,1,5.0,5,1,1.0,3.0,4.0,3
Yes,Travel_Frequently,Research & Development,28,3,Medical,5,Research Scientist,44340,,3,7.0,1,0,1.0,2.0,1.0,3
Yes,Travel_Rarely,Research & Development,7,1,Medical,1,Research Scientist,62880,0.0,1,16.0,2,10,1.0,2.0,4.0,3
No,Travel_Rarely,Sales,7,4,Other,4,Healthcare Representative,25530,1.0,1,1.0,4,0,4.0,3.0,3.0,2
Yes,Travel_Frequently,Sales,3,3,Life Sciences,2,Research Scientist,76540,2.0,1,4.0,3,0,2.0,1.0,2.0,2
No,Non-Travel,Research & Development,10,3,Life Sciences,2,Manager,51600,1.0,1,1.0,3,0,4.0,2.0,3.0,1
No,Travel_Frequently,Research & Development,5,2,Medical,2,Research Scientist,171590,5.0,1,16.0,1,2,2.0,3.0,2.0,2
No,Travel_Rarely,Sales,10,2,Life Sciences,1,Sales Executive,128080,1.0,0,10.0,6,0,3.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Sales Executive,102210,0.0,1,6.0,2,1,3.0,3.0,4.0,3
No,Travel_Rarely,Sales,20,3,Marketing,2,Research Scientist,47790,0.0,1,4.0,6,1,4.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,7,2,Life Sciences,2,Research Scientist,37370,8.0,2,8.0,2,0,1.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,8,4,Medical,2,Sales Representative,23660,3.0,0,11.0,5,1,3.0,3.0,2.0,2
Yes,Travel_Frequently,Sales,1,3,Marketing,2,Laboratory Technician,17060,7.0,0,8.0,3,0,3.0,1.0,2.0,3
No,Travel_Rarely,Sales,8,4,Marketing,1,Laboratory Technician,163070,1.0,0,1.0,3,0,1.0,3.0,1.0,2
No,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Sales Executive,59330,0.0,0,5.0,3,1,3.0,1.0,3.0,3
No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Research Scientist,34240,4.0,0,10.0,3,1,3.0,1.0,3.0,3
No,Travel_Frequently,Research & Development,8,1,Medical,1,Research Scientist,40370,0.0,0,4.0,2,0,4.0,2.0,3.0,1
No,Travel_Rarely,Research & Development,5,1,Technical Degree,2,Laboratory Technician,25590,1.0,0,8.0,3,1,3.0,2.0,2.0,2
No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Sales Executive,62010,2.0,3,14.0,2,0,4.0,3.0,3.0,2
No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Laboratory Technician,44030,2.0,0,10.0,3,0,3.0,4.0,4.0,2
No,Travel_Frequently,Sales,10,3,Life Sciences,4,Research Scientist,37610,3.0,0,26.0,3,1,2.0,4.0,3.0,2
Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Research Scientist,109340,6.0,2,11.0,2,0,1.0,1.0,1.0,3
No,Travel_Rarely,Sales,26,1,Marketing,1,Sales Representative,107610,3.0,1,24.0,5,14,4.0,1.0,4.0,2
No,Travel_Rarely,Sales,6,1,Technical Degree,2,Laboratory Technician,51750,4.0,1,9.0,2,2,2.0,2.0,3.0,4
No,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Manufacturing Director,138260,8.0,0,23.0,1,5,3.0,2.0,4.0,2
No,Travel_Rarely,Research & Development,23,4,Life Sciences,2,Research Scientist,63340,1.0,0,11.0,2,3,4.0,2.0,1.0,4
No,Travel_Rarely,Research & Development,2,4,Medical,2,Manager,49360,0.0,1,5.0,2,1,1.0,3.0,3.0,2
Yes,Travel_Rarely,Research & Development,2,3,Medical,2,Research Director,47750,3.0,1,15.0,3,1,4.0,1.0,1.0,4
No,Travel_Rarely,Human Resources,2,3,Human Resources,2,Manufacturing Director,28180,1.0,1,10.0,2,8,4.0,3.0,3.0,3
Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,2,Healthcare Representative,25150,1.0,0,7.0,3,7,4.0,3.0,1.0,2
No,Travel_Frequently,Research & Development,6,3,Medical,1,Manager,23420,1.0,1,32.0,2,13,3.0,4.0,3.0,2
No,Travel_Rarely,Sales,25,5,Marketing,1,Research Scientist,41940,0.0,2,12.0,3,5,2.0,3.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Manufacturing Director,106850,4.0,3,4.0,2,0,3.0,2.0,3.0,3
No,Travel_Rarely,Research & Development,2,2,Medical,1,Research Scientist,20220,1.0,0,10.0,1,3,1.0,4.0,3.0,3
No,Travel_Rarely,Research & Development,1,3,Medical,1,Manager,23140,3.0,0,9.0,5,0,3.0,1.0,3.0,4
No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Research Scientist,42560,1.0,3,5.0,1,0,4.0,2.0,3.0,3
No,Travel_Rarely,Sales,3,3,Life Sciences,3,Laboratory Technician,35800,4.0,1,8.0,1,0,4.0,4.0,3.0,2
No,Travel_Frequently,Human Resources,1,4,Technical Degree,2,Manufacturing Director,31620,2.0,2,24.0,1,13,4.0,4.0,1.0,3
No,Travel_Rarely,Sales,10,1,Life Sciences,1,Manufacturing Director,65240,0.0,1,9.0,2,7,1.0,1.0,4.0,4
No,Travel_Rarely,Research & Development,9,3,Medical,2,Manufacturing Director,28990,1.0,0,15.0,3,5,2.0,3.0,3.0,2
No,Travel_Rarely,Sales,5,5,Life Sciences,1,Manufacturing Director,52310,1.0,2,21.0,4,7,3.0,4.0,3.0,3
No,Travel_Rarely,Sales,10,2,Marketing,1,Manufacturing Director,23560,0.0,0,2.0,5,0,3.0,1.0,3.0,3
